data_size(MB),time(ms)
10,0.652
60,6.388
100,10.032
410,31.858
38,4.182
210,17.307
27,3.204
40,4.447
110,11.214
21,2.618
13,1.780
20,0.731
120,12.162
200,17.681
820,47.399
76,7.830
420,25.183
54,5.799
80,8.334
220,15.675
43,4.781
240,20.129
400,31.643
1640,20.506
152,14.460
840,11.692
108,10.934
160,15.508
440,6.132
86,9.014
480,39.095
800,61.075
3080,233.924
304,25.499
398,32.091
1680,125.457
216,20.353
263,21.793
880,66.712
172,16.189
