data_size(MB),time(ms)
10,0.756
60,6.642
100,10.879
410,16.778
38,4.325
210,8.737
27,3.220
40,4.527
110,11.949
21,2.644
13,2.268
20,1.102
120,16.765
200,9.821
820,33.259
76,10.694
420,17.165
54,7.786
80,6.167
220,9.183
43,6.259
240,11.775
400,16.395
1640,65.994
152,21.107
840,34.003
108,15.067
160,17.132
440,17.988
86,12.086
480,23.271
800,38.768
3080,1000000000.000
304,14.933
398,19.348
1680,67.538
216,10.644
263,12.959
880,35.638
172,23.887
