data_size(MB),time(ms)
10,0.739
60,3.610
100,5.855
410,23.418
38,2.351
210,12.069
27,1.719
40,2.453
110,6.452
21,1.432
13,0.981
20,1.476
120,6.973
200,11.512
820,46.630
76,4.495
420,23.976
54,3.249
80,4.720
220,12.626
43,2.637
240,13.789
400,22.863
1640,93.072
152,8.791
840,47.772
108,6.315
160,9.271
440,25.113
86,5.057
480,27.373
800,45.493
3080,174.615
304,17.384
398,22.717
1680,95.317
216,12.425
263,15.083
880,50.045
172,9.963
