op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
dec-embedding,380.659,2272.511,0.031,40.000,260.000,40.000,140.000,940.000
dec-self-attention,4311.752,10497.189,40.000,40.000,50.000,240.067,99.933,420.000
dec-mlp,3667.402,7251.501,40.000,40.000,100.000,400.065,59.935,400.000
dec-post-process,20340.490,24362.850,40.000,-0.016,250.000,1640.167,2439.833,0.000
