stage-index,time,memory(total),memory(normal),memory(reserved)
stage-0,27990.12,44106.35,42646.35,1460.00
stage-1,29808.62,45724.62,43124.62,2600.00
stage-2,27988.32,23092.00,21842.00,1250.00
