search_time (s),config time (ms)
0,125686.99511182579
1,53173.890750895924
2,31748.356137956463
3,16321.743764978228
4,14020.798871861989
5,13283.7380191163
6,13283.7380191163
7,13283.7380191163
8,13283.7380191163
9,13283.7380191163
10,13283.7380191163
11,13283.7380191163
12,13831.182980095438
13,13831.182980095438
14,13831.182980095438
15,13831.182980095438
16,13831.182980095438
17,14020.798871861989
18,14020.798871861989
19,14020.798871861989
20,14020.798871861989
21,14020.798871861989
22,16321.743764978228
23,16321.743764978228
24,16321.743764978228
25,16321.743764978228
26,16321.743764978228
27,31748.356137956463
28,31748.356137956463
29,31748.356137956463
30,31748.356137956463
31,31748.356137956463
32,53173.890750895924
33,53173.890750895924
34,53173.890750895924
35,53173.890750895924
36,53173.890750895924
37,125686.99511182579
38,125686.99511182579
39,125686.99511182579
40,125686.99511182579
41,125686.99511182579
