search_time (s),config time (ms)
0,38656.84224387759
1,21657.18262131742
2,17701.14998806646
3,15506.53809169796
4,14815.636723457781
5,14501.761960475867
17,14501.761960475867
27,14775.958331100024
33,14777.68062303305
34,14777.68062303305
38,14806.671694566601
41,14806.107918823955
43,14820.168899574659
44,14820.168899574659
47,14806.671694566601
48,14829.978994843705
49,14829.978994843705
50,14829.978994843705
51,14829.978994843705
52,14829.978994843705
55,14829.978994843705
56,14829.978994843705
62,14806.671694566601
68,14806.671694566601
70,14840.66631566791
71,14840.66631566791
78,14842.395843033048
80,14842.807004034083
81,14842.807004034083
88,14849.952326100023
93,14951.360207973097
100,14951.360207973097
105,14960.638982973098
108,14961.702842064704
109,14961.702842064704
110,15000.76521637055
111,15000.76521637055
112,15000.76521637055
113,15000.76521637055
117,15086.755148438106
123,15320.989327100024
126,15496.222185333823
127,15496.222185333823
128,15496.222185333823
129,15496.222185333823
130,15496.222185333823
134,15496.222185333823
135,15496.222185333823
136,15496.222185333823
137,15496.222185333823
138,15496.222185333823
143,14806.671694566601
146,14806.671694566601
147,14806.671694566601
149,15496.222185333823
150,15496.222185333823
151,15496.222185333823
152,15496.222185333823
153,15496.222185333823
154,15496.222185333823
155,15496.222185333823
156,15496.222185333823
157,15496.222185333823
158,15496.222185333823
159,15496.222185333823
160,15496.222185333823
161,15496.222185333823
162,15496.222185333823
167,15496.222185333823
168,15496.222185333823
169,15496.222185333823
170,15496.222185333823
171,15496.222185333823
172,15496.222185333823
173,15496.222185333823
174,15496.222185333823
175,15496.222185333823
177,15496.222185333823
180,15506.53809169796
184,15085.03285650508
189,15085.03285650508
190,15524.864435475867
191,15524.864435475867
192,15524.864435475867
193,15524.864435475867
198,15524.864435475867
199,15524.864435475867
200,15524.864435475867
201,15524.864435475867
202,15524.864435475867
207,14829.978994843705
213,15331.33196119163
214,15524.864435475867
215,15524.864435475867
216,15524.864435475867
217,15524.864435475867
219,15537.034011824826
221,15537.034011824826
222,15537.034011824826
223,15537.034011824826
224,15537.034011824826
