search_time (s),config time (ms)
0,48633.74575684024
1,26549.093245280077
2,23094.218627280075
3,20275.278865163054
4,16077.192061163054
5,15431.16011811319
6,14709.304934203923
7,14540.990772149187
8,14400.011252295511
11,14400.011252295511
12,14561.512279641009
13,14728.686182205567
14,14737.095900662312
15,14828.514197423587
16,15551.645593549401
18,14640.103198673783
20,14663.101905662314
21,14728.228286663349
22,14728.228286663349
24,15423.113727295511
25,14701.716438928464
27,14658.454782307765
29,14971.112571975764
31,15427.497675113189
32,15672.486161203924
33,15672.486161203924
34,15758.707956663346
35,15803.286660670141
36,15803.286660670141
37,15803.286660670141
39,14640.103198673783
40,14640.103198673783
41,14846.060265602362
42,14846.060265602362
43,14846.060265602362
44,15697.727452662313
45,15807.444949753917
46,15755.503409205567
47,15755.503409205567
48,15948.834880356611
49,15961.864664744004
50,14820.559456423587
51,16005.738118975765
52,16005.738118975765
53,14737.095900662312
54,15759.165852205566
55,15762.880604205566
56,16075.029452384939
57,16075.029452384939
58,16382.632511295511
59,15735.858551928462
60,16367.878121295511
61,16390.678902113188
62,16393.67214929551
64,14653.387379720647
65,14653.387379720647
66,15326.376041602363
67,16005.738118975765
68,16005.738118975765
69,16005.738118975765
70,16420.113606785577
71,16474.75438494449
72,16474.75438494449
73,16474.75438494449
74,16474.75438494449
75,14830.236489356612
76,14830.236489356612
77,15420.12048011319
78,15420.12048011319
79,15420.12048011319
80,15728.481356928463
81,15728.481356928463
82,16519.425402670142
83,16519.425402670142
84,16519.425402670142
85,16519.425402670142
86,16519.425402670142
87,15736.069852203922
88,16572.64903012633
89,16572.64903012633
90,14971.112571975764
91,15633.742473307768
92,15961.864664744004
93,15657.520470928464
94,15657.731771203924
95,15657.731771203924
96,15657.731771203924
97,15657.731771203924
98,16519.425402670142
99,15604.531965673783
100,16560.047889975765
101,16634.218421307767
102,16634.218421307767
103,15419.39897529551
104,16663.35310264101
105,16688.000140928463
106,16695.58863620392
107,16699.03977892846
108,16699.03977892846
109,16699.03977892846
110,14997.435897744004
