stage-index,time,memory(total),memory(normal),memory(reserved)
stage-0,43578.64,32886.47,31170.47,1716.00
stage-1,54288.34,47746.38,44418.38,3328.00
stage-2,53179.24,41761.79,38561.79,3200.00
stage-3,54288.34,38849.19,35521.19,3328.00
stage-4,51581.18,18768.56,17216.56,1552.00
