stage-index,time,memory(total),memory(normal),memory(reserved)
stage-0,50958.78,46691.91,44739.91,1952.00
stage-1,55746.96,42243.57,40579.57,1664.00
stage-2,50891.10,34626.64,33090.64,1536.00
stage-3,50891.10,30466.11,28930.11,1536.00
stage-4,50891.10,26305.58,24769.58,1536.00
stage-5,50891.10,22145.06,20609.06,1536.00
stage-6,55088.90,34864.61,31520.61,3344.00
