stage-index,time,memory(total),memory(normal),memory(reserved)
stage-0,51201.44,50852.47,48900.47,1952.00
stage-1,51231.14,42947.70,41411.70,1536.00
stage-2,51231.14,38787.17,37251.17,1536.00
stage-3,51231.14,34626.64,33090.64,1536.00
stage-4,51231.14,30466.11,28930.11,1536.00
stage-5,56110.91,28609.79,26945.79,1664.00
stage-6,58234.96,25729.19,23937.19,1792.00
stage-7,52200.16,18768.56,17216.56,1552.00
