stage-index,time,memory(total),memory(normal),memory(reserved)
stage-0,55872.48,50532.38,48452.38,2080.00
stage-1,51022.40,38787.17,37251.17,1536.00
stage-2,51022.40,34626.64,33090.64,1536.00
stage-3,51022.40,30466.11,28930.11,1536.00
stage-4,51022.40,26305.58,24769.58,1536.00
stage-5,51022.40,22145.06,20609.06,1536.00
stage-6,55392.41,34864.61,31520.61,3344.00
