stage-index,time,memory(total),memory(normal),memory(reserved)
stage-0,43505.76,32886.47,31170.47,1716.00
stage-1,53942.69,47746.38,44418.38,3328.00
stage-2,52823.56,41761.79,38561.79,3200.00
stage-3,53942.69,38849.19,35521.19,3328.00
stage-4,51688.24,18768.56,17216.56,1552.00
