op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
dec-embedding,1286.459,858.593,0.016,40.000,82.500,40.037,139.963,360.000
dec-self-attention,1749.945,2179.146,40.000,40.000,25.000,93.286,6.714,140.000
dec-mlp,1950.455,2347.231,40.000,40.000,50.000,120.034,0.000,160.000
dec-post-process,2197.695,3070.879,40.000,0.000,62.500,140.085,59.915,0.000
