op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
dec-embedding,1423.407,674.438,0.008,20.000,82.500,20.019,59.981,260.000
dec-self-attention,1391.649,1791.048,20.000,20.000,25.000,46.645,33.355,80.000
dec-mlp,1081.228,1324.892,20.000,20.000,50.000,5.952,0.000,60.000
dec-post-process,1630.640,1635.456,20.000,0.000,62.500,70.044,0.000,0.000
