op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
dec-embedding,1308.918,1720.428,0.008,16.000,216.000,16.019,23.981,720.000
dec-self-attention,1964.521,2317.286,16.000,16.000,64.000,62.020,37.980,120.000
dec-mlp,2158.546,2835.369,16.000,16.000,128.000,96.019,3.981,160.000
dec-post-process,3399.849,4113.293,16.000,0.000,200.000,216.044,283.956,0.000
