op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
dec-embedding,1538.324,1235.962,0.016,20.000,135.000,20.037,79.963,460.000
dec-self-attention,2318.096,3530.359,20.000,20.000,25.000,76.036,43.964,140.000
dec-mlp,2315.807,2762.651,20.000,20.000,50.000,120.034,0.000,120.000
dec-post-process,5748.987,5754.900,20.000,0.000,125.000,420.085,639.915,0.000
