op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
dec-embedding,1322.365,1037.073,0.016,16.000,108.000,16.037,63.963,380.000
dec-self-attention,1823.187,2226.877,16.000,16.000,16.000,60.036,39.964,160.000
dec-mlp,1685.476,2027.559,16.000,16.000,32.000,96.034,0.000,100.000
dec-post-process,5281.782,4884.148,16.000,0.000,100.000,416.085,663.915,0.000
