op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
dec-embedding,1906.204,972.605,0.031,40.000,72.500,40.072,119.928,340.000
dec-self-attention,2592.850,3743.029,40.000,40.000,12.500,108.067,0.000,200.000
dec-mlp,2641.726,3109.884,40.000,40.000,25.000,160.065,0.000,120.000
dec-post-process,5956.793,5611.086,40.000,0.000,62.500,440.167,619.833,0.000
