op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
dec-embedding,4447.079,2285.671,0.031,64.000,216.000,64.072,195.928,900.000
dec-self-attention,6859.827,9004.116,64.000,64.000,64.000,248.067,51.933,440.000
dec-mlp,8167.362,10400.867,64.000,64.000,128.000,384.065,0.000,360.000
dec-post-process,12729.740,15754.318,64.000,0.000,200.000,864.167,1215.833,0.000
