data_size(MB),time(ms)
8,0.490
48,1.086
80,1.583
408,6.734
30,0.825
208,3.734
21,0.839
11,0.608
108,2.114
16,0.664
24,0.754
58,1.271
96,1.821
160,3.002
816,12.500
60,1.292
416,6.766
42,1.013
64,1.366
216,3.825
33,0.876
116,2.279
32,0.875
192,3.471
320,5.376
1632,24.371
120,2.421
832,12.740
84,1.600
128,2.542
400,6.586
66,1.354
232,4.032
384,6.355
640,10.061
3136,46.327
240,4.154
1664,24.922
52,1.138
256,4.445
132,2.524
464,7.510
