op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
dec-embedding,1288.128,614.882,0.008,20.000,82.500,20.019,59.981,260.000
dec-self-attention,1382.923,2022.362,20.000,20.000,25.000,46.645,33.355,80.000
dec-mlp,1157.093,1352.262,20.000,20.000,50.000,60.019,0.000,80.000
dec-post-process,1657.343,1629.496,20.000,-0.004,62.500,70.044,0.000,0.000
