data_size(MB),time(ms)
10,0.671
60,6.371
100,10.083
410,31.735
38,4.207
210,17.477
27,3.304
110,11.164
21,2.585
30,3.426
20,0.744
120,12.010
200,17.760
820,47.366
76,7.905
420,25.249
54,5.834
80,8.428
220,15.641
43,4.742
40,0.882
240,22.073
400,31.879
1640,20.480
152,14.725
840,10.903
108,11.040
160,15.445
440,6.056
86,8.910
480,38.983
800,60.849
3280,242.337
304,25.601
1680,125.672
216,15.451
320,25.814
830,10.793
172,16.460
195,8.463
