op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
dec-embedding,447.989,4478.836,0.031,80.000,520.000,80.000,260.000,1760.000
dec-self-attention,8852.005,18019.629,80.000,80.000,200.000,484.067,155.933,780.000
dec-mlp,13721.609,28414.202,80.000,80.000,400.000,800.065,0.000,400.000
dec-post-process,27092.695,35928.154,80.000,0.000,500.000,1680.167,2319.833,0.000
