op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
dec-embedding,2666.140,1239.872,0.062,80.000,41.250,80.142,239.858,300.000
dec-self-attention,3394.604,4884.481,80.000,80.000,6.250,172.129,0.000,280.000
dec-mlp,3057.003,3521.776,80.000,80.000,12.500,240.128,0.000,240.000
dec-post-process,6171.274,6153.774,80.000,0.000,31.250,480.332,439.668,0.000
