op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
dec-embedding,1712.990,510.836,0.008,16.000,66.000,16.019,23.981,220.000
dec-self-attention,1377.201,2515.554,16.000,16.000,16.000,36.520,43.480,60.000
dec-mlp,864.697,1175.356,16.000,16.000,32.000,11.964,0.000,60.000
dec-post-process,1649.857,1823.044,16.000,0.000,50.000,66.044,13.956,0.000
