data_size(MB),time(ms)
8,0.573
48,3.328
80,6.757
408,33.052
30,2.181
208,17.110
21,1.722
11,1.374
108,9.051
16,1.471
24,2.314
58,5.040
96,8.274
160,13.331
816,50.373
60,5.265
416,26.006
42,3.812
64,5.462
216,13.722
33,3.087
116,7.526
32,3.014
192,16.339
320,26.215
1632,99.862
120,10.395
832,51.367
84,7.319
128,10.720
400,33.871
66,5.872
232,14.746
384,32.230
640,52.887
3136,255.564
240,20.247
1664,101.790
52,4.634
256,21.536
132,11.245
464,29.051
