op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
dec-embedding,1212.120,265.074,0.008,8.000,33.000,8.019,11.981,120.000
dec-self-attention,1455.450,1728.678,8.000,8.000,4.000,16.520,63.480,80.000
dec-mlp,832.224,794.935,8.000,8.000,8.000,24.019,0.000,40.000
dec-post-process,1562.691,1191.378,8.000,0.000,25.000,58.044,61.956,0.000
