data_size(MB),time(ms)
16,0.664
96,1.821
160,3.002
416,6.766
62,1.287
216,3.825
45,1.083
64,1.366
116,2.279
36,0.948
48,1.086
66,1.354
32,0.875
192,3.471
320,5.376
832,12.740
124,2.420
432,7.100
90,1.724
128,2.542
232,4.032
73,1.516
132,2.524
384,6.355
640,10.061
1664,24.922
248,4.345
864,13.427
180,3.361
256,4.445
464,7.510
146,2.796
264,4.565
768,11.851
1280,19.129
3328,49.379
496,7.978
608,9.724
1728,25.885
360,6.025
928,14.214
292,5.019
528,8.504
