data_size(MB),time(ms)
10,0.571
60,1.292
100,2.040
410,6.722
38,0.944
210,3.777
27,1.237
110,2.148
21,0.839
30,0.825
20,0.749
120,2.421
200,3.627
820,12.530
76,1.527
420,6.865
54,1.272
80,1.583
220,3.961
43,1.036
40,1.145
240,4.154
400,6.586
1640,24.664
152,2.856
840,12.894
108,2.114
160,3.002
440,7.174
86,1.670
480,7.861
800,12.288
3280,48.572
304,5.277
1680,25.138
216,3.825
320,5.376
830,12.678
172,3.237
195,3.657
