op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
dec-embedding,456.953,4481.554,0.031,80.000,520.000,80.000,260.000,1760.000
dec-self-attention,8903.503,18307.209,80.000,80.000,200.000,484.067,155.933,780.000
dec-mlp,13845.301,28866.482,80.000,80.000,400.000,800.065,0.000,400.000
dec-post-process,27228.308,36264.706,80.000,0.000,500.000,1680.167,2319.833,0.000
