op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
dec-embedding,1456.785,634.575,0.031,32.000,33.000,32.072,67.928,180.000
dec-self-attention,1496.220,1608.515,32.000,32.000,4.000,66.067,0.000,200.000
dec-mlp,1239.347,1349.497,32.000,32.000,8.000,96.065,0.000,80.000
dec-post-process,3118.944,2505.922,32.000,0.000,25.000,232.167,227.833,0.000
