op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
dec-embedding,344.372,3980.637,0.016,40.000,520.000,40.000,140.000,1620.000
dec-self-attention,4404.974,9188.128,40.000,40.000,200.000,242.036,137.964,440.000
dec-mlp,6963.253,13147.259,40.000,40.000,400.000,400.034,19.966,540.000
dec-post-process,14037.085,19062.424,40.000,0.000,500.000,840.085,1199.915,0.000
