op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
dec-embedding,4726.171,1604.700,0.062,64.000,108.000,64.142,195.858,540.000
dec-self-attention,6641.483,8551.311,64.000,64.000,16.000,24.128,0.000,500.000
dec-mlp,6386.948,7731.342,64.000,64.000,32.000,384.128,0.000,380.000
dec-post-process,19247.532,19402.409,64.000,0.000,100.000,1600.292,2379.708,0.000
