op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
dec-embedding,381.088,2263.117,0.031,40.000,260.000,40.000,120.000,880.000
dec-self-attention,4032.564,10485.172,40.000,40.000,50.000,240.067,99.933,440.000
dec-mlp,3712.702,7234.335,40.000,40.000,100.000,400.065,19.935,420.000
dec-post-process,20247.936,24018.335,40.000,0.000,250.000,1640.167,2399.833,0.000
