data_size(MB),time(ms)
8,0.714
48,5.179
80,8.428
408,31.590
30,3.426
208,17.633
21,2.585
11,1.743
108,11.040
16,2.198
24,2.886
58,6.209
96,9.875
160,15.445
816,47.198
60,6.371
416,24.937
42,4.599
64,6.767
216,15.451
33,3.780
116,9.239
32,3.617
192,17.691
320,25.814
1632,20.446
120,12.010
832,10.873
84,8.613
128,12.920
400,31.879
66,6.883
232,3.714
384,31.258
640,48.989
3136,237.652
240,22.073
1664,124.212
52,5.524
256,21.417
132,13.656
464,35.852
