data_size(MB),time(ms)
10,0.928
60,2.155
100,3.968
410,13.881
38,1.668
210,7.207
27,1.247
110,3.801
21,0.984
30,1.191
20,1.038
120,4.085
200,6.494
820,24.537
76,3.202
420,13.205
54,2.467
80,2.694
220,7.341
43,1.757
40,1.531
240,7.804
400,11.895
1640,48.275
152,4.998
840,25.013
108,3.643
160,5.012
440,13.326
86,3.573
480,15.100
800,23.738
3280,95.455
304,9.329
1680,49.519
216,6.746
320,9.585
830,24.917
172,5.570
195,6.894
