op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
dec-embedding,6752.348,3457.832,0.062,160.000,145.000,-379.898,559.898,880.000
dec-self-attention,10045.242,12497.425,160.000,160.000,50.000,458.129,121.871,640.000
dec-mlp,12062.645,15334.606,160.000,160.000,100.000,640.128,99.872,580.000
dec-post-process,16082.382,19196.033,160.000,0.000,125.000,960.332,979.668,0.000
