op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
dec-embedding,11032.343,4317.760,0.062,160.000,270.000,160.142,499.858,1380.000
dec-self-attention,18340.111,23410.463,160.000,160.000,100.000,628.129,111.871,420.000
dec-mlp,22357.035,29621.792,160.000,160.000,200.000,960.128,79.872,960.000
dec-post-process,28192.139,43703.222,160.000,0.000,250.000,1360.233,2619.767,0.000
