op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
dec-embedding,915.956,461.149,0.008,8.000,58.000,8.019,11.981,200.000
dec-self-attention,1362.038,965.691,8.000,8.000,8.000,21.020,38.980,80.000
dec-mlp,769.186,763.798,8.000,8.000,16.000,11.988,0.000,40.000
dec-post-process,1574.898,1424.456,8.000,0.000,50.000,108.044,111.956,0.000
