op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
dec-embedding,8882.904,3434.706,0.062,128.000,216.000,-703.890,703.890,920.000
dec-self-attention,13957.930,17729.616,128.000,128.000,64.000,496.129,323.871,620.000
dec-mlp,16220.570,21225.739,128.000,128.000,128.000,608.056,91.944,740.000
dec-post-process,25515.079,33067.513,128.000,0.000,200.000,1728.332,2251.668,0.000
