op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
dec-embedding,1063.061,707.006,0.016,20.000,72.500,20.037,79.963,240.000
dec-self-attention,1540.375,2161.837,20.000,20.000,12.500,54.036,5.964,120.000
dec-mlp,1371.384,1627.636,20.000,20.000,25.000,80.034,0.000,60.000
dec-post-process,2925.062,3016.901,20.000,0.000,62.500,220.085,279.915,0.000
