op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
dec-embedding,5798.197,1988.363,0.062,80.000,135.000,80.142,239.858,420.000
dec-self-attention,8979.225,13973.713,80.000,80.000,25.000,304.129,95.871,480.000
dec-mlp,8542.347,10667.562,80.000,80.000,50.000,480.128,19.872,480.000
dec-post-process,20962.715,24364.853,80.000,0.000,125.000,1680.332,2299.668,0.000
