op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
dec-embedding,2451.324,1203.156,0.031,32.000,108.000,32.072,87.928,420.000
dec-self-attention,3376.579,4678.488,32.000,32.000,16.000,120.067,0.000,320.000
dec-mlp,3219.938,3876.209,32.000,32.000,32.000,192.065,7.935,160.000
dec-post-process,9898.424,9356.785,32.000,0.000,100.000,832.167,1207.833,0.000
