data_size(MB),time(ms)
8,0.551
48,1.692
80,2.694
408,12.217
30,1.191
208,6.437
21,0.984
11,0.670
108,3.643
16,0.878
24,1.045
58,2.063
96,3.164
160,5.012
816,23.985
60,2.155
416,13.227
42,1.558
64,2.192
216,6.746
33,1.292
116,3.873
32,1.203
192,5.888
320,9.585
1632,47.556
120,4.085
832,24.428
84,3.247
128,4.096
400,11.895
66,2.631
232,7.181
384,11.489
640,18.765
3136,90.907
240,7.804
1664,48.881
52,2.024
256,7.795
132,4.217
464,13.833
