op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
dec-embedding,856.066,404.119,0.016,16.000,33.000,16.037,23.963,160.000
dec-self-attention,1324.701,992.727,16.000,16.000,4.000,33.036,26.964,140.000
dec-mlp,862.265,858.068,16.000,16.000,8.000,48.034,11.966,60.000
dec-post-process,1661.062,1510.286,16.000,0.000,25.000,116.085,123.915,0.000
