op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
dec-embedding,2896.881,1456.642,0.031,40.000,135.000,40.072,119.928,540.000
dec-self-attention,4370.213,7819.986,40.000,40.000,25.000,152.067,27.933,300.000
dec-mlp,4438.257,5519.390,40.000,40.000,50.000,240.065,0.000,220.000
dec-post-process,10572.481,11645.126,40.000,0.000,125.000,840.167,1219.833,0.000
