op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
dec-embedding,2229.881,1005.220,0.062,64.000,33.000,64.142,195.858,300.000
dec-self-attention,2350.473,2778.053,64.000,64.000,4.000,132.129,7.871,240.000
dec-mlp,2368.927,2760.506,64.000,64.000,8.000,192.128,0.000,200.000
dec-post-process,5885.410,5161.285,64.000,0.000,25.000,464.332,475.668,0.000
