op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
dec-embedding,436.687,3031.969,0.008,16.000,416.000,16.000,24.000,1320.000
dec-self-attention,1656.532,3191.185,16.000,16.000,128.000,96.020,103.980,160.000
dec-mlp,2472.210,4769.850,16.000,16.000,256.000,160.019,79.981,360.000
dec-post-process,6571.102,8701.086,16.000,0.000,400.000,416.044,683.956,0.000
