op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
dec-embedding,1218.081,1247.787,0.008,20.000,145.000,20.019,59.981,520.000
dec-self-attention,1597.118,1804.686,20.000,20.000,50.000,57.270,42.730,100.000
dec-mlp,1671.839,2149.725,20.000,20.000,100.000,-24.056,24.056,60.000
dec-post-process,2224.874,2514.744,20.000,0.000,125.000,120.044,99.956,0.000
