op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
dec-embedding,5413.103,2865.410,0.031,80.000,270.000,80.072,259.928,1160.000
dec-self-attention,9140.682,11837.721,80.000,80.000,100.000,314.067,45.933,520.000
dec-mlp,11217.690,14579.916,80.000,80.000,200.000,480.065,19.935,400.000
dec-post-process,14285.994,21627.808,80.000,0.000,250.000,880.167,1119.833,0.000
