op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
dec-embedding,391.483,3757.906,0.008,20.000,520.000,20.000,60.000,1660.000
dec-self-attention,2308.655,4574.537,20.000,20.000,200.000,121.020,78.980,340.000
dec-mlp,3655.434,6858.301,20.000,20.000,400.000,200.019,59.981,440.000
dec-post-process,7363.319,9588.289,20.000,0.000,500.000,420.044,639.956,0.000
