op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
dec-embedding,4801.607,1631.832,0.062,64.000,108.000,64.142,195.858,320.000
dec-self-attention,6665.182,8630.943,64.000,64.000,16.000,240.129,0.000,480.000
dec-mlp,6359.339,7740.355,64.000,64.000,32.000,384.128,35.872,380.000
dec-post-process,19207.764,19523.239,64.000,0.000,100.000,1664.332,2335.668,0.000
