op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
dec-embedding,2784.777,1625.681,0.031,64.000,116.000,64.072,195.928,540.000
dec-self-attention,3890.371,4663.038,64.000,64.000,32.000,180.067,79.933,240.000
dec-mlp,4501.438,5616.951,64.000,64.000,64.000,256.065,23.935,200.000
dec-post-process,7116.175,7530.737,64.000,0.000,100.000,464.167,475.833,0.000
