op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
dec-embedding,3723.240,1454.878,0.062,80.000,72.500,80.142,239.858,440.000
dec-self-attention,5152.893,8635.712,80.000,80.000,12.500,216.129,43.871,360.000
dec-mlp,5146.694,6090.260,80.000,80.000,25.000,320.128,0.000,240.000
dec-post-process,11007.071,11184.740,80.000,0.000,62.500,880.332,1139.668,0.000
