op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
dec-embedding,434.542,1608.372,0.008,8.000,208.000,8.000,12.000,660.000
dec-self-attention,1116.896,1506.138,8.000,8.000,32.000,48.020,71.980,160.000
dec-mlp,702.190,1283.932,8.000,8.000,64.000,80.019,0.000,80.000
dec-post-process,5096.292,5473.280,8.000,0.000,200.000,408.044,671.956,0.000
