op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
dec-embedding,1504.087,2119.541,0.008,20.000,270.000,20.019,59.981,920.000
dec-self-attention,2518.559,3020.954,20.000,20.000,100.000,78.520,41.480,140.000
dec-mlp,2928.209,3916.359,20.000,20.000,200.000,120.019,0.000,180.000
dec-post-process,3787.136,5147.839,20.000,0.000,250.000,220.044,339.956,0.000
