op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
dec-embedding,1179.981,5782.795,0.062,160.000,520.000,160.000,500.000,2000.000
dec-self-attention,17896.318,36247.396,160.000,160.000,200.000,968.129,371.871,1040.000
dec-mlp,31316.805,58032.227,160.000,160.000,400.000,1600.128,99.872,1620.000
dec-post-process,56117.678,72908.354,160.000,0.000,500.000,2560.194,4699.806,0.000
