op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
dec-embedding,387.335,3200.102,0.016,32.000,416.000,32.000,108.000,1300.000
dec-self-attention,3016.853,6636.095,32.000,32.000,128.000,192.036,107.964,360.000
dec-mlp,4732.561,9309.101,32.000,32.000,256.000,320.034,19.966,380.000
dec-post-process,12414.598,16206.932,32.000,0.000,400.000,832.085,1207.915,0.000
