op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
dec-embedding,4696.512,2954.865,0.062,160.000,82.500,160.142,479.858,760.000
dec-self-attention,6315.517,7705.879,160.000,160.000,25.000,373.129,246.871,480.000
dec-mlp,7017.374,9230.900,160.000,160.000,50.000,480.128,19.872,620.000
dec-post-process,8785.343,9876.251,160.000,0.000,62.500,560.332,379.668,0.000
