op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
dec-embedding,2318.382,1451.826,0.016,40.000,145.000,40.037,119.963,520.000
dec-self-attention,2642.441,3116.751,40.000,40.000,50.000,114.536,25.464,160.000
dec-mlp,3136.396,4051.208,40.000,40.000,100.000,160.034,0.000,160.000
dec-post-process,3972.912,4673.719,40.000,0.000,125.000,240.085,199.915,0.000
