op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
dec-embedding,383.377,2303.267,0.031,40.000,260.000,40.000,140.000,940.000
dec-self-attention,3982.401,10497.618,40.000,40.000,50.000,240.067,159.933,440.000
dec-mlp,3672.504,7244.778,40.000,40.000,100.000,400.065,0.000,380.000
dec-post-process,20292.902,24584.103,40.000,-0.016,250.000,1640.167,2419.833,0.000
