op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
dec-embedding,3143.406,1142.263,0.062,64.000,58.000,64.142,175.858,360.000
dec-self-attention,3753.996,5036.449,64.000,64.000,8.000,52.128,0.000,340.000
dec-mlp,3653.812,4307.318,64.000,64.000,16.000,256.128,3.872,180.000
dec-post-process,10251.427,9390.926,64.000,0.000,50.000,832.299,1107.701,0.000
