data_size(MB),time(ms)
8,0.899
48,3.305
80,5.481
408,27.340
30,2.131
208,14.065
21,1.510
11,0.983
108,7.272
16,1.309
24,1.683
58,3.981
96,6.427
160,10.779
816,54.547
60,4.083
416,27.875
42,2.928
64,4.370
216,14.591
33,2.318
116,7.750
32,2.258
192,12.936
320,21.563
1632,108.630
120,8.025
832,55.496
84,5.625
128,8.633
400,26.871
66,4.495
232,15.661
384,25.765
640,42.759
3136,1000000000.000
240,16.190
1664,110.919
52,3.630
256,17.279
132,8.879
464,31.058
